 List-href,Name,Nationality,Ethnicity,Age,Gender,Born,Died,Eye color,Hair color,Skin color,Love interest,Allies,Enemies,Weapon of choice,Fighting styles,Profession,Position,Predecessor,Successor,Affiliation,First appearance,Last appearance,Voiced by
"https://avatar.fandom.com/wiki/Bo","Bo","Southern Air Temple","Air Nomads","","Non-binary","","","","","","","Ema, Chegu, Sherab, Norbu, Roku","","Air","Airbending","","","","","","Adventure Booklet 2: Fire & Brimstone (only appearance)","",""
"https://avatar.fandom.com/wiki/Appa%27s_mother","Appa's mother","","Air Nomad","","Female","","","","","White and brown","","Air Nomads","","Air, body bulk","Airbending","","Mother sky bison","","","Air Nomads","""Appa's Lost Days"" (flashback only) (only appearance)","",""
"https://avatar.fandom.com/wiki/Appa","Appa","","Air Nomad","","Male","","","Brown","","White and brown","","Team Avatar, Air Nomads, Kyoshi Warriors, Pathik, more ...","Azula, Ozai, Combustion Man, Zhao, Long Feng, the Dai Li, Shuzumu, circus trainer, Ghashiun, Si Wong tribes, beetle-headed merchants, more ...","Air, body bulk, tail","Airbending","","Aang's sky bison (animal guide)","Fang (as previous animal guide of the Avatar)","Naga (as next animal companion of the Avatar)","Air NomadsTeam Avatar","""The Boy in the Iceberg""","""Lost and Found""","Dee Bradley Baker"
"https://avatar.fandom.com/wiki/Anada","Anada","","Air Nomads","","Woman","","","","","","","Her grandmother","","","","EngineerNun","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Air_Nomad_pilgrim","Air Nomad pilgrim","","Air Nomad","","","","","Dark gray","Black","Tan","","Laghima","","Air","Airbending","","PilgrimAuthor","","","Air Nomads","""Wisdom"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Air_Nomad_boy","Air Nomad boy","Southern Air Temple","Air Nomad","","Man","","0 AG","","Brown (shaven)","","","Aang, Air Nomads","Fire Nation","Air","Airbending","","","","","Air Nomads","""The Storm"" (flashback only)","""Appa's Lost Days"" (flashback only)",""
"https://avatar.fandom.com/wiki/Afiko","Afiko","Southern Air Temple","Air Nomad","","Man","","5 AG","","Brown","","","","Aang, Air Nomads, Sozin, Fire Nation","Air","Airbending","Monk","Airbending masterTraitor","","","Fire Nation","Avatar: The Last Airbender Trading Card Game (only appearance)","",""
"https://avatar.fandom.com/wiki/Aang_(pilot)","","Southern Air Temple","Air Nomads","","Man","12 BG","","","Black (typically shaven)","","","Kya, Sokka","Zuko, Fire Nation","Air, glider staff","Airbending, Avatar State","AvatarMonk","Avatar-in-training","","","Air NomadsTeam Avatar","Unaired pilot (only appearance)","","Mitchel Musso"
"https://avatar.fandom.com/wiki/Aang_(games)","","Southern Air Temple","Air Nomad","","Man","","","","Black (usually shaven)","","","Gyatso, Team Avatar, Iroh, Bumi, past Avatars, more ...","Ozai, Azula, Zhao, Long Feng, the Dai Li, Combustion Man, more ...","The elements, glider staff","Airbending, waterbending, earthbending, firebending, energybending","Avatar, monk","Fully realized Avatar","","","Air NomadsTeam Avatar","Avatar: The Last Airbender (video game)","Avatar: The Last Airbender – Into the Inferno","Zachary Tyler Eisen"
"https://avatar.fandom.com/wiki/Aang","Aang","Southern Air Temple","Air Nomad","112 (biologically 12) in Avatar: The Last Airbender[3]","Man","12 BG","Spring 100 AG (revived by Katara using spirit water)153 AG","Gray","Dark brown (typically shaved)","Light","Katara (wife)","Team Avatar, Iroh, King Bumi, Gyatso, Hakoda, Kuzon, lion turtle, all Avatars, more ...","Azula, Ozai, Zhao, Combustion Man, Long Feng, Sozin, Yakone, Joo Dee, the Dai Li, more ...","The elements, glider staff","Airbending, waterbending (Northern and Southern style), earthbending (Chu Gar Praying Mantis Kung Fu), firebending (Dancing Dragon), energybending","Air Nomad culture teacherAirbending instructorAvatarMonk","Co-founder of the United Republic of NationsFully realized Avatar","Roku (as the Avatar)","Korra (as the Avatar)","Air AcolytesAir NomadsTeam Avatar","""The Boy in the Iceberg""","""Lost and Found""","Zach Tyler Eisen (in Avatar: The Last Airbender)D. B. Sweeney (in The Legend of Korra)"
