characters-href,Image-src,name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Gender,Love interest,Allies,Enemies,Weapon of choice,Fighting styles,Profession,Position,Predecessor,Successor,Affiliation,First appearance,Last appearance,Voiced by
"https://avatar.fandom.com/wiki/Sameera","https://static.wikia.nocookie.net/avatar/images/a/a9/Sameera.png/revision/latest?cb=20230722110211","Sameera","","Air Nomad","""Young"" by The Rise of Kyoshi[1]","c. 312-308 BG[nb 1]","","Blue","Black","Brown","Woman","","Nethaka","","Air","","","","","","","Avatar: Generations (only appearance)","",""
"https://avatar.fandom.com/wiki/Rioshon","","Rioshon","Western Air Temple","Air Nomads","","","","","","","Woman","Zeisan (romantic interest)","","","Air","","Nun","","","","","Avatar Legends: The Roleplaying Game - Core Book","",""
"https://avatar.fandom.com/wiki/Pik_and_Pak","https://static.wikia.nocookie.net/avatar/images/3/39/Pik_and_Pak.png/revision/latest?cb=20161127231831","Pik and Pak","","Air Nomad","","","","","","White and brown","","","Yangchen","General Old Iron","","","","","","","","The Rift Part Two (flashback only)","",""
"https://avatar.fandom.com/wiki/Pengpeng","https://static.wikia.nocookie.net/avatar/images/d/d1/Pengpeng.png/revision/latest/scale-to-width-down/350?cb=20230419105605","Pengpeng","Air Nomads","Air Nomad","","","","","","","Female","","Kelsang","Jianzhu","Air","","","","","","Air Nomads","""The Boy From Makapu"" (flashback only)","",""
"https://avatar.fandom.com/wiki/Pasang","https://static.wikia.nocookie.net/avatar/images/e/e5/Pasang.png/revision/latest?cb=20130714161406","Pasang","Southern Air Temple","Air Nomad","","","0 AG","","Gray (shaven)","","Man","","Gyatso","Fire Nation","Air","","Monk","","","","Air Nomads","""The Southern Air Temple"" (flashback only)","","Clyde Kusatsu"
"https://avatar.fandom.com/wiki/Nyanchi","https://static.wikia.nocookie.net/avatar/images/b/bf/Nyanchi.png/revision/latest/scale-to-width-down/350?cb=20230512222118","Nyanchi","Eastern Air Temple","Air Nomads","","","","Gray","Purple","Light","Woman","","dragonfly bunny spirit","","Air","","Nun","","","","","An Urgent Request (only appearance)","",""
"https://avatar.fandom.com/wiki/Nujian","https://static.wikia.nocookie.net/avatar/images/c/c5/Nujian_carrying_Yangchen_and_Kavik.png/revision/latest/scale-to-width-down/350?cb=20220801012054","Nujian","Air Nomads","Air Nomad","","","","","","","Male","","Avatar","","Air","","","","Unknown, eventually Mula (as animal guide of the Avatar)","Unknown, eventually Kyoshi's fox (as animal guide of the Avatar)","","The Rift Part Two (flashback only)","",""
"https://avatar.fandom.com/wiki/Norri","","Norri","Western Air Temple","Air Nomads","","","","","","","Woman","","Youdron","","Air","","NunShepherd","","","","Air Nomads","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Norbu","","Norbu","Air Nomads","Air Nomads","","","","","","","Woman","","Bo","","Air","","","","","","","Adventure Booklet 2: Fire & Brimstone (only appearance)","",""
"https://avatar.fandom.com/wiki/Nethaka","https://static.wikia.nocookie.net/avatar/images/0/0e/Nethaka.png/revision/latest?cb=20230722110223","Nethaka","","Air Nomad","","","","Gray","Black","Brown","Man","","Sameera","","Air","","","","","","","Avatar: Generations (only appearance)","",""
"https://avatar.fandom.com/wiki/Namth%C3%B6se","","Namthöse","Northern Air Temple","Air Nomads","","","","","","","Man","","","","Air","","Monk","","","","Northern Air Temple","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Momo","https://static.wikia.nocookie.net/avatar/images/8/80/Momo_staring.png/revision/latest?cb=20200802080013","Momo","Southern Air Temple","Air Nomad","","","","Light green","","White and brown","Male","","Team Avatar","Ozai","","","","","","Naga (as next animal companion of the Avatar)","Air Nomads","""The Southern Air Temple""","","Dee Bradley Baker"
"https://avatar.fandom.com/wiki/Mingyur","","Mingyur","Northern Air Temple","Air Nomad","c. 22 in The Legacy of Yangchen","","","","","","Man","","Avatar","Thapa","Air","","Monk","","","","","""Making Ready""","",""
"https://avatar.fandom.com/wiki/Matangi","","Matangi","Air Nomads","Air Nomads","","","","","","","Woman","","","Daofei","Air","","Nun (formerly)Orphan matron","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Mangal","","Mangal","Northern Air Temple","Air Nomads","","","","","","","Man","","","","Air","","","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Malu_(airbender)","https://static.wikia.nocookie.net/avatar/images/8/8a/Cardgame_Malu.png/revision/latest?cb=20121129063153","","Eastern Air Temple","Air Nomad","","","","","Black","","Woman","","","Fire Nation","Air","","","","","","","Avatar: The Last Airbender Trading Card Game (only appearance)","",""
"https://avatar.fandom.com/wiki/Laghima","https://static.wikia.nocookie.net/avatar/images/4/43/Guru_Laghima.png/revision/latest/scale-to-width-down/350?cb=20221130132751","Laghima","Northern Air Temple","Air Nomad","","","","","","Light[3]","Man","","Air Nomad pilgrim","","Air","","GuruPhilosopherPoet","Poet","","","","""Wisdom"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Khandro","","Khandro","Air Nomads","Air Nomads","","","","","","","Man","Zeisan (fiancée)","","nations","Air","","MonkPhilosopher","","","","","Avatar Legends: The Roleplaying Game - Core Book","",""
"https://avatar.fandom.com/wiki/Kelsang","https://static.wikia.nocookie.net/avatar/images/3/37/Kelsang.png/revision/latest?cb=20230419112403","Kelsang","Southern Air Temple","Air Nomad","49 at death[3]","345 BG","296 BG","","","","Man","","Kuruk","Tagaka","Air, airbender staff","","Airbending instructor to Avatar KurukMonk","","","Xay (as the Avatar's airbending master)[4]","Kuruk's team (formerly)","""The Test""","",""
"https://avatar.fandom.com/wiki/Jinpa","","Jinpa","Southern Air Temple","Air Nomad","Early 20s in The Shadow of Kyoshi[2]","Between 320—315 BG[2]","","","","","Man","","Yingyong","Fifth Nation","Air","","Monk","Secretary to Avatar Kyoshi","","","Order of the White Lotus","""Hauntings""","",""
"https://avatar.fandom.com/wiki/Jinju","https://static.wikia.nocookie.net/avatar/images/0/05/Jinju.png/revision/latest?cb=20130714155040","Jinju","Southern Air Temple","Air Nomad","","","0 AG","","Brown","","Man","","","Fire Nation","Air","","","","","","","""The Storm"" (flashback only) (only appearance)","",""
"https://avatar.fandom.com/wiki/Jetsun","","Jetsun","Western Air Temple","Air Nomads","","","Year 11 of the era of Yangchen","","","","Woman","","Avatar","","Air","","Spiritual guideNun","","","","","""Voices of the Past""","",""
"https://avatar.fandom.com/wiki/Jesa","","Jesa","Eastern Air Temple","Air Nomad","","","299 BG","Gray[2]","","Light[2]","Woman","Hark (partner)","Flying Opera Company","","Air, war fans","","CriminalNun (formerly)","","","","Eastern Air Temple (formerly)","""The Iceberg"" (dream)","",""
"https://avatar.fandom.com/wiki/Iio","https://static.wikia.nocookie.net/avatar/images/8/86/Iio.png/revision/latest?cb=20130705195256","Iio","Eastern Air Temple","Air Nomad","87 (when Aang met Appa)[2]","","","","Brown","","Woman","","","","Air","","Nun","","","","Air Nomads","""Appa's Lost Days"" (flashback only) (only appearance)","",""
"https://avatar.fandom.com/wiki/Gyemtsen","","Gyemtsen","Eastern Air Temple","Air Nomads","","","","","","","Man","","","","Air","","Nun","","","","","Avatar Legends: The Roleplaying Game - Core Book (mentioned only)","",""
"https://avatar.fandom.com/wiki/Gyatso","https://static.wikia.nocookie.net/avatar/images/a/a4/Monk_Gyatso.png/revision/latest?cb=20140103203807","Gyatso","Southern Air Temple","Air Nomad","","","0 AG","Light brown","White (shaven)","Light","Man","","Aang","Fire Nation","Air","","Airbending instructorMonk","High Monk","Xay (as the Avatar's airbending master)[2]","Tenzin (as the Avatar's airbending master)","Air Nomads","""The Southern Air Temple"" (flashback only)","","Sab ShimonoSean Marquette (young Gyatso)"
"https://avatar.fandom.com/wiki/Ema","","Ema","Southern Air Temple","Earth Kingdom","","","","","","","Man","","Bo","","Alchemical satchels","","","","","","","Adventure Booklet 2: Fire & Brimstone (only appearance)","",""
"https://avatar.fandom.com/wiki/Category:Elders","","","","","","","","","","","","","","","","","","","","","","","",""
"https://avatar.fandom.com/wiki/Chegu","","Chegu","Air Nomads","Air Nomads","","","","","","","Woman","","Bo","","Air","","","","","","","Adventure Booklet 2: Fire & Brimstone (only appearance)","",""
"https://avatar.fandom.com/wiki/Bo","","Bo","Southern Air Temple","Air Nomads","","","","","","","Non-binary","","Ema","","Air","","","","","","","Adventure Booklet 2: Fire & Brimstone (only appearance)","",""
"https://avatar.fandom.com/wiki/Appa%27s_mother","https://static.wikia.nocookie.net/avatar/images/b/be/Appa%27s_mother.png/revision/latest?cb=20130705194428","Appa's mother","Eastern Air Temple","Air Nomad","","","","","","White and brown","Female","","","","Air, body bulk","","","","","","","""Appa's Lost Days"" (flashback only) (only appearance)","",""
"https://avatar.fandom.com/wiki/Appa","https://static.wikia.nocookie.net/avatar/images/6/65/Appa_flying.png/revision/latest?cb=20140517110636","Appa","Eastern Air Temple","Air Nomad","","","","Brown","","White and brown","Male","","Team Avatar","Azula","Air, body bulk, tail","","","","Fang (as previous animal guide of the Avatar)","Naga (as next animal companion of the Avatar)","Air Nomads","""The Boy in the Iceberg""","","Dee Bradley Baker"
"https://avatar.fandom.com/wiki/Anada","","Anada","Air Nomads","Fire Nation","","","","","","","Woman","","","","","","EngineerNun","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Air_Nomad_pilgrim","https://static.wikia.nocookie.net/avatar/images/0/06/Air_Nomad_pilgrim.png/revision/latest?cb=20221221231516","Air Nomad pilgrim","","Air Nomad","","","","Dark gray","Black","Tan","","","Laghima","","Air","","","","","","","""Wisdom"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Air_Nomad_boy","https://static.wikia.nocookie.net/avatar/images/7/79/Air_Nomad_boy.png/revision/latest?cb=20130714154218","Air Nomad boy","Southern Air Temple","Air Nomad","","","0 AG","","Brown (shaven)","","Man","","Aang","Fire Nation","Air","","","","","","","""The Storm"" (flashback only)","",""
"https://avatar.fandom.com/wiki/Afiko","https://static.wikia.nocookie.net/avatar/images/2/24/Afiko.png/revision/latest?cb=20121121024128","Afiko","Southern Air Temple","Air Nomad","","","5 AG","","Brown","","Man","","","Aang","Air","","Monk","","","","","Avatar: The Last Airbender Trading Card Game (only appearance)","",""
"https://avatar.fandom.com/wiki/Aang_(pilot)","https://static.wikia.nocookie.net/avatar/images/7/79/Pilot_-_Aang.png/revision/latest?cb=20120311133235","","Southern Air Temple, Air Nomads","Air Nomad","112 (biologically 12 in Avatar: The Last Airbender)","12 BG","","","Black (typically shaven)","","Man","","Kya","Zuko","Air, glider staff","","AvatarMonk","","","","Air Nomads","Unaired pilot (only appearance)","","Mitchel Musso"
"https://avatar.fandom.com/wiki/Aang_(games)","https://static.wikia.nocookie.net/avatar/images/2/21/Into_The_Inferno_Aang.png/revision/latest/scale-to-width-down/350?cb=20131009060746","","Southern Air Temple","Air Nomad","112 (biologically 12)","","","","Black (usually shaven)","","Man","","Gyatso","Ozai","The elements, glider staff","","Avatar, monk","","","","Air Nomads","Avatar: The Last Airbender (video game)","","Zachary Tyler Eisen"
"https://avatar.fandom.com/wiki/Aang","https://static.wikia.nocookie.net/avatar/images/a/ae/Aang_at_Jasmine_Dragon.png/revision/latest?cb=20130612174003","Aang","Southern Air Temple","Air Nomad","112 (biologically 12) in Avatar: The Last Airbender[3]113-114 (biologically 13-14) in The Promise trilogy[4]114-115 (biologically 14-15) in The Search and The Rift trilogies[5]165 (biologically 66) at death[6]","12 BG","Spring 100 AG (revived by Katara using spirit water)153 AG","Gray","Dark brown (typically shaved)","Light","Man","Katara (wife)","Team Avatar","Azula","The elements, glider staff","(Northern and Southern style)","Air Nomad culture teacherAirbending instructorAvatarMonk","Twinkle Toes (by Toph)","Roku (as the Avatar)","Korra (as the Avatar)","Air Acolytes","""The Boy in the Iceberg""","","Zach Tyler Eisen (in Avatar: The Last Airbender)D. B. Sweeney (in The Legend of Korra)"
