characters-href,Image-src,name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Gender,Love interest,Allies,Enemies,Weapon of choice,Fighting styles,Profession,Position,Predecessor,Successor,Affiliation,First appearance,Last appearance,Voiced by
"https://avatar.fandom.com/wiki/Unalaq","https://static.wikia.nocookie.net/avatar/images/7/7c/Unalaq.png/revision/latest?cb=20141019103903","Unalaq","Agna Qel'a, Northern Water Tribe","Water Tribe","","","171 AG","Light blue","Brown","Brown","Man","Malina (wife)[2]","barbarians","Team Avatar","Energy beam, tendrils (as the Dark Avatar)Water","(Northern style)","Tribal chief","Korra's spiritual mentor (formerly)","His father (as chief of both Water Tribes)[6]","Tonraq (as chief of the Southern Water Tribe)Desna and Eska (as chiefs of the Northern Water Tribe)","Northern Water Tribe","""Rebel Spirit""","","Adrian LaTourelle"
"https://avatar.fandom.com/wiki/Ummi","https://static.wikia.nocookie.net/avatar/images/2/24/Ummi.png/revision/latest?cb=20130627163647","Ummi","Southern Water Tribe","","","","","","Brown","","Woman","Kuruk (fiancé)","","Koh","","","","","","","","""The Siege of the North, Part 2"" (face)","",""
"https://avatar.fandom.com/wiki/Ujurak","","Ujurak","Long Stretch, Northern Water Tribe","Water Tribe","","","","","","","Man","Tapeesa (wife)","Avatar","","","","Accountant","","","","","""Forgiveness""","",""
"https://avatar.fandom.com/wiki/Tui","https://static.wikia.nocookie.net/avatar/images/9/99/Tui.png/revision/latest?cb=20140122221307","Tui","","","","","100 AG (revived by Yue)","","","White with a black spot","","","La","Zhao","Water","","","","","","Spirit World","""The Siege of the North, Part 1""","",""
"https://avatar.fandom.com/wiki/Tonraq","https://static.wikia.nocookie.net/avatar/images/2/2a/Tonraq.png/revision/latest/scale-to-width-down/350?cb=20140730104245","Tonraq","Agna Qel'a, Northern Water Tribe","Water Tribe","","","","Steel blue","Dark brown (graying)","Brown","Man","Senna (wife)","Southern Water Tribe","Dark spirits","Water, spear, machete","(Northern and Southern style)","WarriorTribal chief","Heir to the Water Tribe Chiefdom (disinherited)","Unalaq (as chief of the Southern Water Tribe)","","Council of Chieftains","""Welcome to Republic City""","","Carlos Alazraqui (Book One)James Remar (Books Two through Four)"
"https://avatar.fandom.com/wiki/Tiqriganiannig","","Tiqriganiannig","Southern Water Tribe","Water Tribe","","","","","","","Woman","","Qanitt","","","","Business magnate","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Thod%27s_disciples","https://static.wikia.nocookie.net/avatar/images/0/0e/Thod%27s_disciples.png/revision/latest?cb=20200313221013","Thod's disciples","Southern Water Tribe","Water Tribe","","","","Blue","Black","Brown","Man and woman","","Thod","Hakoda","","","","","","","","North and South Part One","",""
"https://avatar.fandom.com/wiki/Thod","https://static.wikia.nocookie.net/avatar/images/1/1c/Thod.png/revision/latest?cb=20170604165643","Thod","Southern Water Tribe","Water Tribe","","","","Blue","White","Brown","Man","","Gilak","Hakoda","","","Chi-blocking instructor","","","","","North and South Part One","",""
"https://avatar.fandom.com/wiki/Tho","https://static.wikia.nocookie.net/avatar/images/d/d6/Tho.png/revision/latest?cb=20130630225558","Tho","Foggy Swamp Tribe","Water Tribe","","","","","Brown","","Man","","Due","Fire Nation","Water","(Foggy Swamp style)","","","","","","""The Swamp""","","Carlos Alazraqui"
"https://avatar.fandom.com/wiki/Teek","","Teek","Grey Wolf Village, Southern Water Tribe","Water Tribe","","","","""Bright""","","","Man","","Aniki","","Water","","","","","","","Avatar Legends: The Roleplaying Game - Quickstart (only appearance)","",""
"https://avatar.fandom.com/wiki/Tayagum","","Tayagum","Orca Islands, Water Tribes","Water Tribe","40s in The Dawn of Yangchen","","","","","","Man","Akuudan (husband)","Avatar","Chaisee","Water","","WarriorInnkeeper","","","","Chief Oyaluk (formerly)","""Breaking In""","",""
"https://avatar.fandom.com/wiki/Tarrlok","https://static.wikia.nocookie.net/avatar/images/d/d1/Tarrlok.png/revision/latest/scale-to-width-down/350?cb=20140119093431","Tarrlok","Northern Water Tribe","Water Tribe","37 at death[2]","133 AG","170 AG","","Brown","Brown","Man","","His task force","Noatak","Water (formerly)","(formerly)","Councilman (formerly)","Northern Water Tribe citizen (formerly)","","","Northern Water Tribe","""The Voice in the Night""","","Dee Bradley BakerNicholas Braico (ages 3-7)Zach Callison (age 11)"
"https://avatar.fandom.com/wiki/Taqukaq","https://static.wikia.nocookie.net/avatar/images/0/0d/Taqukaq.png/revision/latest?cb=20220323015331","Taqukaq","Northern Water Tribe","Water Tribe","Middle-aged (in Adventure Booklet 2: Fire & Brimstone)[2]","","","","Gray","","Man","","Roku","","Water","(Northern style)","DiplomatWaterbending instructor","","Kirima (as the Avatar's waterbending master)","Pakku (as the Avatar's waterbending master)","","""The Avatar and the Fire Lord"" (flashback only)","",""
"https://avatar.fandom.com/wiki/Tapeesa","","Tapeesa","Long Stretch, Northern Water Tribe","Water Tribe","","","","","","","Woman","Ujurak (husband)","Avatar","","","","Accountant","","","","","""Forgiveness""","",""
"https://avatar.fandom.com/wiki/Taiki","","Taiki","Northern Water Tribe","Water Tribe","Young (in c. 102 AG)","","","","","","Man","","Lan","","Water","","","","","","","Adventure Booklet 4: Air & Wind (only appearance)","",""
"https://avatar.fandom.com/wiki/Southern_Water_Tribe_girl","https://static.wikia.nocookie.net/avatar/images/2/20/Southern_Water_Tribe_girl.png/revision/latest?cb=20130822155216","Southern Water Tribe girl","Wolf Cove, Southern Water Tribe","","","","","","Brown","","Woman","","Team Avatar","Zuko","","","","","","","","""The Boy in the Iceberg""","",""
"https://avatar.fandom.com/wiki/Category:Southern_Water_Tribe_characters","","","","","","","","","","","","","","","","","","","","","","","",""
"https://avatar.fandom.com/wiki/Southern_Water_Tribe_boy","https://static.wikia.nocookie.net/avatar/images/c/cc/Southern_Water_Tribe_boy.png/revision/latest?cb=20140102144716","Southern Water Tribe boy","Wolf Cove, Southern Water Tribe","","","","","","Brown","","Man","","Team Avatar","Zuko","","","Warrior-in-training","","","","","""The Boy in the Iceberg""","",""
"https://avatar.fandom.com/wiki/Sokka_(pilot)","https://static.wikia.nocookie.net/avatar/images/8/8c/Sokka_pilot.png/revision/latest?cb=20130126184918","","Southern Water Tribe","Water Tribe","15","84 AG","","","Dark Brown","","Man","","Kya","Zuko","","","Warrior, tactician","","","","Southern Water Tribe","Unaired pilot (only appearance)","","Jack DeSena"
"https://avatar.fandom.com/wiki/Sokka_(games)","https://static.wikia.nocookie.net/avatar/images/2/28/Sokka_%28game%29.png/revision/latest?cb=20120730010411","","Southern Water Tribe","Water Tribe","15","","","","Dark brown","","Man","","Team Avatar","Ozai","Boomerang, machete, club","","Warrior, tactician","Planner","","","Southern Water Tribe","Avatar: The Last Airbender (video game)","","Jack DeSena"
"https://avatar.fandom.com/wiki/Sokka","https://static.wikia.nocookie.net/avatar/images/c/cc/Sokka.png/revision/latest?cb=20140905085428","Sokka","Wolf Cove, Southern Water Tribe","Water Tribe","15 in Avatar: The Last Airbender[3]16-17 in The Promise trilogy[4]17-18 in The Search and The Rift trilogies[5]44 in The Legend of Korra (flashback to Yakone's trial)","84 AG","Between 158 and 170 AG[6]","Blue","Dark brown (shaved on the sides)","Brown","Man","Suki (girlfriend)Yue (girlfriend; deceased; reincarnated as the moon spirit)Kaya (love interest; formerly)","Team Avatar","Ozai","Sokka's weapons (Jian, boomerang, club, machete, dagger, saber)","(basics)","PoliticianTacticianWarrior","17-18 in The Search and The Rift trilogies[5]","","","Bendless Boomerang Club[7]","""The Boy in the Iceberg""","","Jack DeSena (in Avatar: The Last Airbender)Chris Hardwick (in The Legend of Korra)"
"https://avatar.fandom.com/wiki/Slim","https://static.wikia.nocookie.net/avatar/images/6/6c/Slim.png/revision/latest?cb=20130630231543","Slim","Foggy Swamp Tribe","","","","","","","Dark green","Man","","Tho","","Claws, teeth","","","","","","","""The Swamp"" (only appearance)","","Dee Bradley Baker"
"https://avatar.fandom.com/wiki/Skiri","","Skiri","Agna Qel'a, Northern Water Tribe","Water Tribe","","","","","","","Man","","","","","","","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Siku_and_Sura","https://static.wikia.nocookie.net/avatar/images/5/50/Siku_and_Sura.png/revision/latest/scale-to-width-down/350?cb=20170820220519","Siku and Sura","Southern Water Tribe","Water Tribe","","","","Blue","Brown","Light tan","Women","","Pakku","","Water","","","","","","","North and South Part Two","",""
"https://avatar.fandom.com/wiki/Senna","https://static.wikia.nocookie.net/avatar/images/5/5e/Senna.png/revision/latest?cb=20210318131432","Senna","Wolf Cove, Southern Water Tribe","Water Tribe","","","","Cyan","Dark brown","Brown","Woman","Tonraq (husband)","Naga","Unalaq","Water","","","","","","","""Welcome to Republic City""","","Alex McKenna"
"https://avatar.fandom.com/wiki/Sangok","https://static.wikia.nocookie.net/avatar/images/f/fd/Sangok.png/revision/latest?cb=20140122222808","Sangok","Agna Qel'a, Northern Water Tribe","","","","","","Black","","Man","","Pakku","Fire Nation","Water","(Northern style)","Waterbender","","","","","""The Siege of the North, Part 1"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Rafa_and_Misu","https://static.wikia.nocookie.net/avatar/images/7/79/Rafa_and_Misu.png/revision/latest?cb=20130811003625","Rafa and Misu","Northern Water Tribe","Water Tribe","","","","","","","Man (Rafa)Woman (Misu)","","Team Avatar","Koh","Water (Misu)","(Misu)","","","","","","The Search Part Two","",""
"https://avatar.fandom.com/wiki/Qanitt","","Qanitt","Whale Harbor, Southern Water Tribe","Water Tribe","","","","","","","Non-binary","","Tiqriganiannig","","","","","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Pohu","","Pohu","Southern Water Tribe","Water Tribe","","","","","","","Man","","","","","","Technologist","","","","","Adventure Booklet 2: Fire & Brimstone (only appearance)","",""
"https://avatar.fandom.com/wiki/Pitseolak","","Pitseolak","Southern Water Tribe","Water Tribe","Old (by 295 BG)","","","","","","Man","","","","","","Warrior","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Pakku","https://static.wikia.nocookie.net/avatar/images/b/bb/Pakku_looking_smug.png/revision/latest?cb=20140119164142","Pakku","Agna Qel'a, Northern Water Tribe","Water Tribe","","","","Pale blue","Gray","Brown","Man","Kanna (wife)","Water Tribes","Zhao","Water","(Northern style)","Waterbending instructor","","Taqukaq (as the Avatar's waterbending master)","Katara (as the Avatar's waterbending master)","Northern Water Tribe","""The Waterbending Master""","","Victor Brandt"
"https://avatar.fandom.com/wiki/Oyaluk","","Oyaluk","Agna Qel'a, Northern Water Tribe","Water Tribe","","","","","","","Man","","Thin Claws","Earth King","","","","Northern Chief[2]","","Unknown, eventually Skiri (as Chief of the Water Tribes)","","""Among Friends"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Nutha","https://static.wikia.nocookie.net/avatar/images/f/fa/Nutha.png/revision/latest?cb=20141225235851","Nutha","Southern Water Tribe","Water Tribe","","","","Blue","Black","","Woman","","Team Avatar","","","","Worker at the Earthen Fire Refinery","","","","","The Rift Part One","",""
"https://avatar.fandom.com/wiki/Category:Northern_Water_Tribe_characters","","","","","","","","","","","","","","","","","","","","","","","",""
"https://avatar.fandom.com/wiki/Noa","https://static.wikia.nocookie.net/avatar/images/2/23/Noa.png/revision/latest?cb=20170523214750","Noa","Northern Water Tribe","Water Tribe","","","","Brown","Dark brown","Brown","Man","","Hakoda","Gilak","Water","","Construction worker","","","","","North and South Part One","",""
"https://avatar.fandom.com/wiki/Niyok","https://static.wikia.nocookie.net/avatar/images/1/1d/Niyok.png/revision/latest?cb=20210617002451","Niyok","Southern Water Tribe","Water Tribe","","","","Blue","Dark brown","","Woman","","Katara","","","","Worker at the Earthen Fire Refinery","","","","","The Rift Part One","",""
"https://avatar.fandom.com/wiki/Nini","","Nini","Southern Water Tribe","Water Tribe","","","","","","","Woman","","Kya","","","","","","","","","""The Puppetmaster"" (mentioned only) (only mention)","",""
"https://avatar.fandom.com/wiki/Nalu","","Nalu","Northern Water Tribe","Water Tribe","","","","","","","Man","","Xinyi","Mongke","War club","","","","","","","Adventure Booklet 3: Ash & Steel (only appearance)","",""
"https://avatar.fandom.com/wiki/Nakul","","Nakul","Southern Water Tribe","Water Tribe","","","","","","","Woman","","","","","","Storykeeper","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Massak","","Massak","Southern Water Tribe","Water Tribe","","","","","","","Woman","Nyn Chei (ex-lover)","","","","","BoatwrightInventor","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Mamnguqsualuq","","Mamnguqsualuq","Southern Water Tribe","Water Tribe","Elderly (late Hundred Year War)","","","","","","Woman","","","","","","Scout (formerly)","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Maly","","Maly","Foggy Swamp Tribe","Water Tribe","","","","","","","Woman","","","","Air","","Automobile racerMercenaryMobster","Mobster","","","","Avatar Legends: The Roleplaying Game - Republic City (only appearance)","",""
"https://avatar.fandom.com/wiki/Maliq","https://static.wikia.nocookie.net/avatar/images/4/42/Maliq.png/revision/latest?cb=20161026183604","Maliq","Northern Water Tribe","Water Tribe","","","","Blue","Black","","Man","","Hakoda","Gilak","","","ArchitectEngineer","","","","Ba Sing Se University[1] (formerly)","North and South Part One","",""
"https://avatar.fandom.com/wiki/Malina","https://static.wikia.nocookie.net/avatar/images/8/84/Malina.png/revision/latest?cb=20161026183603","Malina","Northern Water Tribe","Water Tribe","","","","Blue","Reddish-brown","","Woman","Hakoda (boyfriend)","Team Avatar","Gilak","Water","","ArchitectEngineer","","","","","North and South Part One","",""
"https://avatar.fandom.com/wiki/Makittuq","","Makittuq","Northern Water Tribe","Water Tribe","","","","","","","Woman","","","","Water","(Northern style)","","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Lirin","https://static.wikia.nocookie.net/avatar/images/7/72/Lirin.jpeg/revision/latest/scale-to-width-down/350?cb=20191231182018","Lirin","Southern Water Tribe","Water Tribe","","","","Blue","Black","Brown","Woman","","Gilak","Hakoda","Water Tribe weapons","","Military officerPrison guard","","","","","North and South Part Two","",""
"https://avatar.fandom.com/wiki/Lana","","Lana","Southern Water Tribe","Water Tribe","","","","","","","Man","","Xinyi","","Concoctions, powders","","RebelSpiritual healer","","","","","Adventure Booklet 3: Ash & Steel (only appearance)","",""
"https://avatar.fandom.com/wiki/La","https://static.wikia.nocookie.net/avatar/images/3/32/La.png/revision/latest?cb=20140124171520","La","","","","","","","","Black with a white spot","","","Tui","Zhao","Water","","","","","","Spirit World","""The Siege of the North, Part 1""","",""
"https://avatar.fandom.com/wiki/Kya_(pilot)","https://static.wikia.nocookie.net/avatar/images/d/de/Kya_pilot.png/revision/latest?cb=20130126192101","","Southern Water Tribe","Water Tribe","14","85 AG","","","Brown","","Woman","","Aang","Zuko","Water","","Waterbending instructor","","","","Team Avatar","Unaired pilot (only appearance)","","Mae Whitman"
"https://avatar.fandom.com/wiki/Kya_(nonbender)","https://static.wikia.nocookie.net/avatar/images/b/b5/Kya_%28nonbender%29.png/revision/latest?cb=20170523213135","","Wolf Cove, Southern Water Tribe","Water Tribe","","","94 AG","Blue","Black","Brown","Woman","Hakoda (husband)","Nini","Fire Nation","","","Healer[2]Herbalist[2]","","","","","""The Swamp"" (vision)","","Grey DeLisle"
"https://avatar.fandom.com/wiki/Kya","https://static.wikia.nocookie.net/avatar/images/7/77/Kya_%28waterbender%29.png/revision/latest?cb=20151102093816","Kya","Southern Water Tribe","Air Nomad; Water Tribe","","","","Teal","Brown (gray in older years)","Brown","Woman","Unnamed girlfriend (formerly)[2]","Iroh","Dark spirits","Water","(Southern and Northern style)","Meditation instructorHealer","Leader of a free clinic","","","","""Rebel Spirit""","","Lisa Edelstein"
"https://avatar.fandom.com/wiki/Kuyan","https://static.wikia.nocookie.net/avatar/images/9/9b/Kuyan.png/revision/latest?cb=20230301213559","Kuyan","Foggy Swamp Tribe","Water Tribe","","","","Light blue","Black","Light","Man","","","","Water, saturated plants","(Foggy Swamp style)","","","","","","Avatar Legends: The Roleplaying Game Core Book","",""
"https://avatar.fandom.com/wiki/Kuruk","https://static.wikia.nocookie.net/avatar/images/d/d1/Kuruk.png/revision/latest?cb=20081225191014","Kuruk","Northern Water Tribe","Water Tribe","33 at death[2]","345 BG[3]","312 BG[2]","","Black","","Man","Ummi (fiancée)Hei-Ran (formerly)Several other women (formerly)","Kelsang","Koh","The elements","","Avatar","Several other women (formerly)","Yangchen (as the Avatar)","Kyoshi (as the Avatar)","","""The Avatar State"" (vision)","","Jim Meskimen"
"https://avatar.fandom.com/wiki/Korra","https://static.wikia.nocookie.net/avatar/images/3/31/Korra_smiling.png/revision/latest?cb=20200907192928","Korra","Wolf Cove, Southern Water Tribe","Water Tribe","17 in Book One: Air[3]18 in Books Two and Three21 in Book Four: Balance[4]","153 AG","","Cyan","Dark brown","Brown","Woman","Mako (boyfriend; formerly)Asami Sato (girlfriend)[6]","Team Avatar","Amon","The elements, glider staff","(Southern, Northern, and Pro-bending style)","AvatarPro-bender (formerly)","21 in Book Four: Balance[4]","Aang (as the Avatar)Hasook (as the waterbending member of the Fire Ferrets)","","Southern Water Tribe","""Welcome to Republic City""","","Janet VarneyCora Baker (young Korra)"
"https://avatar.fandom.com/wiki/Koa","","Koa","Southern Water Tribe","Water Tribe","","","","","","","Man","","Snow Rats","","","","Mercenary","","","","","Adventure Booklet 4: Air & Wind (only appearance)","",""
"https://avatar.fandom.com/wiki/Kirima","","Kirima","Earth Kingdom","Water Tribe","""Young"" in The Rise of Kyoshi and The Shadow of Kyoshi[2]","","","Sapphire blue[2]","","","Woman","Unidentified firebender (formerly)[3]","Flying Opera Company","Jianzhu","Water","","Waterbending instructor to Avatar KyoshiDaofei","","","Taqukaq (as the Avatar's waterbending master)","","""The Introduction""","",""
"https://avatar.fandom.com/wiki/Kinto","https://static.wikia.nocookie.net/avatar/images/b/b3/Kinto.png/revision/latest?cb=20131008055955","Kinto","Northern Water Tribe","","","","","","Brown","","Man","","","Fire Nation","Water","","","","","","","Avatar: The Last Airbender Trading Card Game (only appearance)","",""
"https://avatar.fandom.com/wiki/Kavik","https://static.wikia.nocookie.net/avatar/images/3/31/Kavik.png/revision/latest/scale-to-width-down/350?cb=20220722001955","Kavik","Long Stretch, Northern Water Tribe","Water Tribe","17 in The Dawn of Yangchen[2]","","","","","","Man","Meihua (ex)","Avatar","Shang merchants","Water","(Northern style)","Junior clerk (formerly)Independent errand runner","Order of the White Lotus","","","Jonduri errand-runner association (disguise; formerly)","""Voices of the Present""","",""
"https://avatar.fandom.com/wiki/Katara_(games)","https://static.wikia.nocookie.net/avatar/images/3/34/Katara_games.png/revision/latest?cb=20140615101117","","Southern Water Tribe","","14","","","","Brown","","Woman","","Team Avatar","Fire Nation","Water","","Waterbending instructor","","","","","Avatar: The Last Airbender (video game)","","Mae Whitman"
"https://avatar.fandom.com/wiki/Katara","https://static.wikia.nocookie.net/avatar/images/7/7a/Katara_smiles_at_coronation.png/revision/latest?cb=20150104171449","Katara","Wolf Cove, Southern Water Tribe","Water Tribe","14 in Avatar: The Last Airbender[5]15-16 in The Promise trilogy[6]16-17 in The Search and The Rift trilogies[7]85 in Book One: Air of The Legend of Korra[8]86 in Book Two: Spirits89 in Book Four: Balance[9]","85 AG","","Blue","Dark brown (white in old age)","Brown","Woman","Aang (husband; widowed)Jet (formerly)[10]","Team Avatar","Wan Shi Tong","Water","(Northern and Southern styles)","HealerHealing instructorWaterbending instructor","Sapphire Fire (while in the Fire Nation)","Pakku (as Avatar Aang's waterbending master)","","Team Avatar","""The Boy in the Iceberg""","","Mae Whitman (in Avatar: The Last Airbender)Eva Marie Saint (in The Legend of Korra)"
"https://avatar.fandom.com/wiki/Kanna","https://static.wikia.nocookie.net/avatar/images/4/47/Kanna.png/revision/latest?cb=20130822224809","Kanna","Northern Water Tribe","Water Tribe","80 in Avatar: The Last Airbender[2]c. 83-84 in the North and South trilogy","19 AG","","Blue","Gray (brown in youth)","Brown","Woman","Hakoda's father (first husband, deceased)Pakku (second husband)","Team Avatar","Fire Nation","","","Midwife[3]","","","","Northern Water Tribe (formerly)","""The Boy in the Iceberg""","","Melendy Britt"
"https://avatar.fandom.com/wiki/Kam","https://static.wikia.nocookie.net/avatar/images/1/1b/Kam.png/revision/latest?cb=20170523214817","Kam","Northern Water Tribe","Water Tribe","","","","Brown","Black","Tan","Man","","Hakoda","Gilak","Water","","Construction worker","","","","","North and South Part One","",""
"https://avatar.fandom.com/wiki/Kalyaan","","Kalyaan","Long Stretch, Northern Water Tribe","Water Tribe","20s in The Dawn of Yangchen[4]","","","","","","Man","","Zongdu","","Water","(Northern style)","Errand runner","","","","Nuqingaq and Partners (formerly)","""The Trade"" (flashback only)","",""
"https://avatar.fandom.com/wiki/Ivalu","","Ivalu","Agna Qel'a, Northern Water Tribe","","""Young"" in The Legacy of Yangchen","","","","","","Woman","","Order of the White Lotus","","Water","","","","","","","""Previously"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Iknik_Blackstone_Varrick","https://static.wikia.nocookie.net/avatar/images/4/48/Varrick_looking_smug.png/revision/latest/scale-to-width-down/350?cb=20131116223858","Iknik Blackstone Varrick","Southern Water Tribe","Water Tribe","","","","Light blue","Dark brown","Light tan","Man","Zhu Li (wife)","Team Avatar","Unalaq","","","Business magnateInventorRebel leader (formerly)ResearcherSoldier (formerly)","Rebel leader (formerly)","Buttercup Raiko (as First Lady)","","Kuvira's army (deserted)","""Rebel Spirit""","","John Michael Higgins"
"https://avatar.fandom.com/wiki/Huu","https://static.wikia.nocookie.net/avatar/images/8/85/Huu.png/revision/latest?cb=20130630224726","Huu","Foggy Swamp Tribe","Water Tribe","","","","","Gray","","Man","","Tho","Foggy Swamp","Water, saturated plants","(Foggy Swamp style)","","","","","","""The Swamp""","","William H. Bassett"
"https://avatar.fandom.com/wiki/Hotah","https://static.wikia.nocookie.net/avatar/images/4/4c/Judge_Hotah.png/revision/latest?cb=20131008135523","Hotah","Northern Water Tribe","","","","","","White","","Man","","Unalaq","Korra","","","Jurist","","","","","""Civil Wars, Part 2"" (only appearance)","","Tom Kane"
"https://avatar.fandom.com/wiki/Hiryu","","Hiryu","Northern Water Tribe","","","","","","Black","","Man","","Team Avatar","Zhao","Water","","Hunter","","","","","Avatar: The Last Airbender (video game) (only appearance)","",""
"https://avatar.fandom.com/wiki/Hama","https://static.wikia.nocookie.net/avatar/images/4/4d/Sinister_Hama.png/revision/latest?cb=20111215082556","Hama","Wolf Cove, Southern Water Tribe","Water Tribe","","","","Gray","Light gray (brown in youth)","Light","Woman","","Kanna","Team Avatar","Water","(Southern style)","Innkeeper (formerly)Waterbending instructor (formerly)","Waterbending master","","","","""The Puppetmaster"" (only appearance)","","Tress MacNeille"
"https://avatar.fandom.com/wiki/Hakoda","https://static.wikia.nocookie.net/avatar/images/4/4e/Hakoda_smiling.png/revision/latest?cb=20201220143258","Hakoda","Wolf Cove, Southern Water Tribe","Water Tribe","","","","Blue","Dark brown","Brown","Man","Kya (wife; deceased)Malina (girlfriend)","Team Avatar","Ozai","Water Tribe weapons","","Warrior","Head Chieftain of the Southern Water Tribe","","","","""Bato of the Water Tribe"" (flashback only)","","André Sogliuzzo"
"https://avatar.fandom.com/wiki/Hahn","https://static.wikia.nocookie.net/avatar/images/4/46/Hahn.png/revision/latest?cb=20140122221732","Hahn","Agna Qel'a, Northern Water Tribe","Water Tribe","17[2]","82 AG","","Light blue","Black","","Man","Yue (arranged betrothal)","Arnook","Fire Nation","Water Tribe weapons","","Soldier","","","","","""The Siege of the North, Part 1""","","Ben Diskin"
